Iteration,test_preds,estimated_params,posterior_means
89,"[0.7162256, -2.6378574, -5.1900587, -3.1904573, -1.3627825, 1.7606972, 0.11961964, -0.03808862, 0.18944576, 0.028495312, -0.13343596, -0.2884317, -0.10785222, 0.23410916, 0.09604402, 0.09000614, -0.005814217, 0.061062023, 0.08003166, -0.10397182, -0.08176958]","[1.2864149, 1.5198697, 3.7959993, 1.7976673, 2.4107401, 2.942527, 0.1108, 0.35241356, 2.527552, 4.9110675]","[1.8601969480514526, 1.3319624662399292, 3.5151662826538086, 2.09922456741333, 1.5658692121505737, 2.827763557434082, 0.4283718466758728, 0.7829834222793579, 2.6706249713897705, 3.800259828567505]"
90,"[-0.51527154, 0.7601583, 3.572749, 0.6568251, 0.06386924, 0.8788768, -0.7573241, 0.11256319, -0.09615594, 0.21256945, -0.1305877, -0.3148208, 0.16286296, -0.10877764, -0.16518068, 0.17922655, -0.07060659, 0.044021368, 0.09657627, 0.018767297, 0.019677848]","[2.0105193, 4.750263, 3.6367605, 1.0382829, 3.7989764, 1.6199424, 4.1327705, 0.1377, 3.0056562, 0.15142347]","[2.1152994632720947, 4.606343746185303, 3.697084665298462, 0.9967619776725769, 3.7172000408172607, 1.7646105289459229, 4.044886589050293, 0.27863559126853943, 2.9388201236724854, 0.20972828567028046]"
91,"[0.3013112, -2.7179096, -1.0382007, -3.9362338, 0.8301723, 0.38544166, 0.43858957, -0.03473343, 0.3732649, 0.067221284, -0.21166337, -0.019094348, -0.16765827, 0.1257059, -0.06775695, -0.15139943, 0.04959768, 0.019062549, 0.115195036, 0.0017645359, -0.045904905]","[3.2351103, 1.0747427, 1.3706386, 3.5121162, 1.6787151, 4.082902, 0.25414044, 2.9748516, 1.0880748, 3.8365936]","[3.2150375843048096, 1.143875002861023, 1.3906068801879883, 3.5876502990722656, 1.8869540691375732, 3.847813367843628, 0.27870437502861023, 2.9403586387634277, 1.157785415649414, 3.5686419010162354]"
92,"[-0.8282649, 3.208231, 1.2497988, 2.0266879, 0.6346694, 1.357793, 0.10608244, -0.30528158, -0.14669135, -0.056579385, 0.029225275, -0.14363885, -0.11032355, 0.16698089, 0.0110884905, 0.011986077, 0.12114285, 0.049616158, 0.055510312, -0.045970947, -0.06897065]","[4.724217, 2.9891675, 4.686778, 0.4960771, 1.3547969, 3.6467135, 3.1600697, 4.8702383, 2.1035097, 3.945298]","[4.680841445922852, 3.035409450531006, 4.6407246589660645, 0.5570673942565918, 1.354835033416748, 3.6399197578430176, 3.2401034832000732, 4.67724609375, 2.1067519187927246, 3.9354937076568604]"
93,"[0.41849303, -0.3931775, -3.6584477, -1.9964123, -3.1649106, -3.7911303, -0.09532893, 0.20419537, -0.16228573, 0.27160203, -0.053680956, 0.2915238, -0.016489178, -0.13874745, 0.057897463, -0.25375912, -0.14657438, 0.011745542, 0.11060504, 0.12007034, 0.058720216]","[0.52800965, 1.553149, 0.1375, 3.583918, 4.337908, 0.86827403, 2.1209235, 1.5832164, 4.146034, 2.160265]","[0.5127690434455872, 1.585776686668396, 0.1784902960062027, 3.5234062671661377, 4.357382774353027, 0.8668829202651978, 2.073833703994751, 1.619293212890625, 4.233100891113281, 2.073908805847168]"
94,"[-0.6894127, 2.590197, 2.7625084, 0.2557496, -1.1714633, -0.9885874, -0.020447254, 0.06850527, -0.15565085, -0.17069274, -0.15309113, 0.23813868, -0.057299495, 0.08813658, -0.13721323, -0.00078924, -0.0076195, -0.11527939, -0.048933156, 0.054983467, 0.015553346]","[0.93059546, 3.5677874, 2.1570787, 4.368891, 4.2646585, 2.3402586, 3.6965826, 3.8438523, 1.93755, 2.6126266]","[0.9529555439949036, 3.705312967300415, 2.088578701019287, 4.197710990905762, 3.9139881134033203, 2.883908748626709, 3.8118646144866943, 3.8863770961761475, 1.9274179935455322, 2.639347553253174]"
95,"[-0.36202693, 1.7134883, -2.2117786, 1.0955751, 1.2910111, 0.8138373, -0.44177222, -0.09961843, 0.44593263, 0.09119713, 0.085112125, -0.48890048, 0.08490616, -0.0055452585, 0.15942372, -0.0088965595, -0.034653187, -0.07277566, 0.04501599, -0.17629531, -0.012623638]","[4.3025517, 2.0867937, 2.9160118, 0.7050769, 0.7583603, 4.09786, 2.1217794, 1.5849899, 4.3277473, 1.5397378]","[4.237758636474609, 2.2498667240142822, 2.7126548290252686, 1.0295106172561646, 0.7527246475219727, 3.859116792678833, 2.335891008377075, 1.5012691020965576, 4.486583232879639, 1.2802237272262573]"
96,"[-0.7308508, 2.6644917, 0.9389121, 1.6676004, 2.2159405, -0.35489058, -0.2754266, -0.09643602, -0.0498935, -0.01413694, 0.08062561, -0.10806364, -0.022108316, -0.055529952, -0.02695708, -0.11760092, -0.13676, 0.0245713, 0.123669066, 0.007171154, 0.04590266]","[3.4124465, 4.445201, 0.8969923, 3.4870899, 1.8796617, 2.9568195, 4.859024, 1.3049867, 3.3439393, 1.4339744]","[3.932173252105713, 3.863987922668457, 1.0033870935440063, 3.3013484477996826, 1.946702241897583, 2.8956143856048584, 4.529520034790039, 1.7218254804611206, 3.3535025119781494, 1.3946318626403809]"
97,"[1.0114913, -4.810634, 0.099940054, -0.71015906, -3.683635, -0.8981999, 1.2487665, 0.6377589, -0.18705913, -0.08162141, -0.20873618, 0.044546843, -0.28468823, -0.10847688, 0.022758007, -0.034690693, 0.13365126, -0.10584173, 0.032377698, -0.09126127, 0.005978428]","[1.7973324, 0.28076172, 3.9310732, 2.4164846, 2.683472, 0.1635, 0.6080355, 3.5197663, 0.1345, 4.6667027]","[1.803148627281189, 0.278166800737381, 3.914721727371216, 2.435363531112671, 2.68534255027771, 0.20165273547172546, 0.6148421764373779, 3.512864589691162, 0.1540544331073761, 4.556646347045898]"
98,"[0.25057745, -0.8154659, -1.3342364, 3.1405592, 1.8364595, -1.8016372, 0.038845748, 0.14889288, -0.3348654, -0.053397357, -0.2533961, -0.0596236, -0.2211392, 0.10585022, -0.062128335, -0.096129, -0.048791885, 0.13938257, -0.11144841, 0.056276977, -0.035632357]","[1.5092258, 3.1924517, 1.3335311, 0.7696658, 1.7358294, 1.3705696, 3.22477, 4.0417767, 1.5529147, 2.2618423]","[1.5017517805099487, 3.2072079181671143, 1.3347119092941284, 0.7709774374961853, 1.721232295036316, 1.3857907056808472, 3.2115697860717773, 4.071599960327148, 1.5531467199325562, 2.26183819770813]"
99,"[-1.2521356, 5.412213, 1.1449635, -0.730238, -0.7516357, 1.8031774, -0.011406053, 0.029586196, 0.2644015, 0.019813076, 0.23840958, 0.10987167, 0.12872243, -0.07061671, 0.10590581, 0.11226797, 0.07725307, -0.024562046, -0.0015612245, 0.019596666, -0.017654113]","[3.2839482, 2.0606635, 4.1336665, 4.942929, 3.4061599, 2.8875303, 2.8099234, 1.7187041, 4.708895, 3.531454]","[3.3730363845825195, 2.057610273361206, 4.542418956756592, 4.1343231201171875, 3.3991570472717285, 3.121544599533081, 2.5301895141601562, 2.309096097946167, 4.468122959136963, 3.985240936279297]"
100,"[-1.4525772, 5.8217206, 2.7610755, -0.1888901, 1.228387, 0.6599585, -0.030188434, -0.20530117, -0.18121424, 0.08518797, 0.24731024, 0.031426847, 0.24215049, 0.11863768, -0.08010089, 0.0123435855, 0.0013631582, 0.056264117, 0.10130152, -0.02878207, 0.06194981]","[3.7256925, 4.4881997, 2.2614076, 2.5818493, 4.2746053, 4.2158017, 4.6008244, 0.96230346, 3.6730843, 3.5686204]","[3.7321391105651855, 4.468910217285156, 2.2729642391204834, 2.5691754817962646, 4.271498680114746, 4.219671249389648, 4.593437194824219, 0.9777679443359375, 3.6744167804718018, 3.563340425491333]"
101,"[2.8546433, -12.031228, 1.4411774, 2.9154835, -3.0846498, 0.15511858, 0.24171042, 0.22090375, 0.25689563, -0.167462, -0.13173646, -0.008150816, 0.2610035, -0.058509827, 0.6828246, 0.046563387, 0.14755344, 0.0966973, -0.25880265, -0.066146374, 0.23268583]","[0.90279734, 1.1854185, 3.6048493, 4.117033, 0.8613665, 1.4215279, 0.9799032, 3.4536798, 0.5349899, 0.5636247]","[0.9318556785583496, 1.1547918319702148, 3.7232232093811035, 3.9208920001983643, 0.8565261363983154, 1.4317179918289185, 0.9508903622627258, 3.5700747966766357, 0.5287752151489258, 0.5751588344573975]"
102,"[2.047754, -2.2207232, -11.352608, 9.109676, -2.9077702, 3.3904095, 0.38657084, 0.034242213, 0.23721857, 0.056767434, 0.2751974, 0.9806398, 0.92366844, 0.20396101, -0.7796135, 0.2218903, -0.2881026, -0.0681178, -0.08364859, -0.11382781, -0.027834654]","[0.64468706, 3.967888, 4.967911, 2.5509217, 0.30474803, 0.5482222, 3.795928, 0.7569815, 2.8388445, 4.401248]","[0.6492056846618652, 3.9695379734039307, 4.705626010894775, 2.7971181869506836, 0.3050110340118408, 0.5483759045600891, 3.7505366802215576, 0.8271916508674622, 2.82873272895813, 4.406096458435059]"
103,"[0.44492364, -4.352935, 1.6813866, -4.005096, 3.687282, -2.252618, 0.58194935, 0.3222136, 0.5418565, -0.054644346, -0.19686139, 0.17929006, 0.011248231, -0.08783859, -0.22472447, -0.13114622, 0.008649826, 0.059457153, 0.10448933, -0.05232829, -0.062358424]","[4.9442, 0.44284725, 0.6303569, 1.3902286, 4.478236, 2.884571, 0.98578984, 2.7055163, 0.9207337, 1.6869074]","[4.85568380355835, 0.5200545787811279, 0.5362325310707092, 1.5603513717651367, 4.582641124725342, 2.7707629203796387, 1.026491403579712, 2.6468639373779297, 0.8805450201034546, 1.7773847579956055]"
104,"[-0.7612829, 1.9406006, 3.9938285, 0.77591324, -0.31848776, 1.0945476, -0.45927095, -0.29613817, 0.03564936, -0.09009886, -0.13854557, 0.055944964, 0.060445864, 0.004505992, -0.13395125, 0.09716822, 0.10975957, -0.045382846, 0.037595607, 0.046254545, -0.037871502]","[2.833245, 3.5597663, 3.7310138, 4.0094256, 2.7792606, 4.531607, 2.8176053, 4.0884447, 2.3704784, 1.0814093]","[2.8404901027679443, 3.544344663619995, 3.7409088611602783, 3.995075225830078, 2.777848720550537, 4.5325822830200195, 2.808837413787842, 4.114984512329102, 2.3697726726531982, 1.0871156454086304]"
105,"[-0.42525184, 2.2256496, -2.4284415, -1.0447955, 2.7040677, -1.7184289, -0.12866753, 0.26233143, -0.056588054, 0.21116157, 0.03450358, -0.1783933, 0.11778845, 0.22710359, 0.22432409, -0.013861254, -0.05805075, 0.054661866, -0.08324602, -0.05243289, 0.018604137]","[2.324201, 2.6033525, 1.7814809, 0.2179631, 2.4527104, 2.002327, 1.937238, 2.075671, 4.267648, 3.1562533]","[2.301952362060547, 2.663003444671631, 1.6775884628295898, 0.3205507695674896, 2.4840826988220215, 2.0434017181396484, 1.9339876174926758, 2.063326597213745, 4.303071975708008, 3.2039878368377686]"
106,"[-0.6993476, 2.04292, 0.30803704, -4.4765224, -0.6621225, 1.8004181, -0.37936246, 0.079636335, 0.20272191, 0.3163954, -0.3231064, 0.31292385, 0.08439505, 0.082111806, 0.029778093, -0.003751343, 0.1320079, 0.022625864, -0.0106224045, 0.028822362, 0.035680372]","[2.5181632, 3.4358017, 4.558225, 3.0636473, 3.8399594, 2.7242692, 0.107, 4.3762064, 4.64321, 0.7549785]","[2.4738564491271973, 3.449826955795288, 4.516515731811523, 3.1220388412475586, 3.839303731918335, 2.7501285076141357, 0.137831449508667, 4.199700355529785, 4.653830051422119, 0.7278821468353271]"
107,"[0.6533147, -1.6385729, -3.503891, 5.3400774, 1.0906575, 0.43199396, 0.2322489, 0.15102398, -0.21586704, -0.0870004, 0.014014602, -0.12689447, -0.13508117, 0.03562534, -0.11327648, -0.053827554, -0.1279875, -0.010555863, 0.07388445, -0.00083622336, 0.042405516]","[2.903124, 2.2977242, 1.2526097, 1.7908624, 1.1686324, 0.59360796, 4.004349, 2.7038243, 1.3789082, 2.9930387]","[2.908473253250122, 2.2951254844665527, 1.240975260734558, 1.8120951652526855, 1.168857455253601, 0.5962973237037659, 4.0089802742004395, 2.708845853805542, 1.3656039237976074, 3.029703378677368]"
108,"[0.21222425, -2.3044577, -0.47641063, -1.5381035, 0.35283983, 3.6307058, 0.8207527, -0.3267854, 0.12802613, 0.3610481, 0.25625202, -0.0703302, -0.21700495, -0.3036294, -0.10948268, -0.048341855, 0.1495696, 0.072613806, -0.20367336, 0.002316773, -0.0945321]","[4.9939637, 4.1843505, 2.9472249, 4.4615607, 1.2378702, 1.9603896, 2.0115607, 0.6799423, 0.5646678, 3.581753]","[4.598618984222412, 4.328376293182373, 2.8520028591156006, 4.375016689300537, 1.3350573778152466, 2.1498749256134033, 1.8181850910186768, 0.4635242223739624, 0.6666406989097595, 3.9383673667907715]"
109,"[0.07735038, 1.7541058, 0.31040597, -1.2266378, -6.0696383, -6.127035, -0.22278422, -0.37332654, 0.024129093, 0.0454005, 0.32961273, -0.13839701, 0.15966603, -0.14752722, -0.108517766, -0.38882953, 0.410303, -0.017718017, -0.112210184, -0.19256559, 0.1213955]","[0.5967431, 0.2580299, 2.70879, 0.40094966, 3.6786785, 4.527523, 3.0871582, 2.9146013, 3.5641625, 1.6292748]","[0.6038634777069092, 0.24260210990905762, 2.5397348403930664, 0.7931552529335022, 3.737788677215576, 4.3773016929626465, 3.163937568664551, 2.838209867477417, 3.553323984146118, 1.6429774761199951]"
110,"[0.59031343, -3.3593955, -1.4053911, -2.6066625, 4.868838, -4.6442246, 0.49157503, -0.18467766, -0.079478025, 0.30780643, 0.06380355, 0.054470778, -0.11505914, -0.13697433, -0.20292151, 0.4699216, -0.103140116, -0.06734365, -0.012779117, -0.13230598, 0.04159967]","[1.1211917, 4.9557, 0.6413281, 0.52351594, 3.7608395, 3.2266374, 2.3795452, 0.4865146, 0.69604886, 3.0881553]","[1.1620392799377441, 4.738861560821533, 0.6197099685668945, 0.5508784651756287, 3.783202648162842, 3.193418502807617, 2.3682429790496826, 0.5108704566955566, 0.6927553415298462, 3.1001124382019043]"
111,"[-0.18694127, 0.38495398, 2.2118213, 3.3224242, -1.334855, 2.0155342, -0.6626302, 0.41918886, 0.08535668, -0.20954788, -0.17343488, -0.04845333, -0.20069245, -0.42209917, 0.0427379, 0.16633672, 0.092632964, 0.08097808, 0.109988034, -0.017019182, 0.088473715]","[4.0652575, 1.0567149, 4.8355217, 4.124808, 2.0829673, 1.2037555, 3.8782756, 3.4181018, 2.810578, 0.23017228]","[4.054891586303711, 1.0564473867416382, 4.748049736022949, 4.265900611877441, 2.079268217086792, 1.211927056312561, 3.893710136413574, 3.393998146057129, 2.8233776092529297, 0.22441282868385315]"
112,"[0.21797872, 0.033230066, -5.06935, 1.7019107, 1.3674021, 1.1529975, 0.014527116, -0.14579552, 0.1829766, 0.1321132, -0.13142133, -0.09392133, -0.0056137443, 0.14353621, 0.13098863, -0.15279976, 0.050082326, -0.045692027, -0.04396537, 0.034753352, -0.04351425]","[3.3276024, 3.0834756, 1.9201163, 1.871894, 0.66279817, 1.3098853, 0.98704284, 4.420159, 4.3916435, 1.8964369]","[3.288778305053711, 3.1620211601257324, 1.9082716703414917, 1.8845077753067017, 0.6556752920150757, 1.33769690990448, 1.0338425636291504, 4.259493350982666, 4.206843376159668, 2.170104742050171]"
113,"[-1.1863157, 4.929615, 3.1378632, -0.032352954, -1.0650122, -0.027786255, -0.02895368, 0.08982614, 0.06484757, -0.22471762, 0.08871341, 0.09352959, 0.08949393, 0.22940272, -0.08766209, 0.15551376, 0.03185028, -0.07019265, 0.06590952, -0.0022432879, 0.011640827]","[1.7483842, 2.1559277, 3.1590352, 3.8292708, 4.2262483, 4.9798, 4.5895166, 1.8895334, 2.9035006, 3.3658676]","[1.9769470691680908, 1.7712287902832031, 3.560959815979004, 3.063735246658325, 4.579662799835205, 4.369228839874268, 4.332666397094727, 1.9643181562423706, 2.7529828548431396, 3.7025561332702637]"
114,"[0.4739187, -3.7567542, 0.76780665, 0.480577, -0.087690264, 0.9381467, 0.22968513, -0.56004214, 0.20837653, 0.16823933, -0.07980466, -0.16117102, -0.057258427, -0.037729025, -0.037445683, 0.009198025, -0.13251318, -0.01512602, 0.005169764, 0.06775749, -0.006155625]","[1.7163982, 4.9385834, 1.1564465, 3.5113704, 1.2277327, 4.8425, 2.1238816, 0.81263316, 1.0630939, 2.0649836]","[1.9358586072921753, 4.653295040130615, 1.1015374660491943, 3.5677669048309326, 1.272586703300476, 4.4736151695251465, 2.139897108078003, 0.933554470539093, 1.0771338939666748, 1.9818637371063232]"
115,"[-1.1889269, 5.2698736, 1.7867281, 0.09227586, 0.45688558, -0.33599854, -0.0065623224, 0.070134565, 0.045661688, -0.27206707, 0.08087608, 0.02553749, 0.079316914, 0.23182619, 0.03743932, -0.038683873, 0.07827631, 0.09015688, -0.0032692254, -0.07356624, 0.008241557]","[3.5308836, 0.7885893, 3.1070108, 0.6834222, 3.8223722, 2.6950278, 3.8420002, 3.3016558, 3.4127777, 4.0318847]","[3.418546438217163, 0.962685227394104, 2.9473323822021484, 0.9400236010551453, 3.473576545715332, 3.2463877201080322, 3.876042127609253, 3.742748498916626, 3.5506699085235596, 3.75370192527771]"
116,"[-0.30277407, 1.5012094, -2.966545, 0.4955175, 3.4962351, -0.32225084, -0.054404438, 0.32269275, -0.27859318, 0.2231937, -0.060391784, 0.1202779, -0.11590582, -0.097922325, 0.1860548, -0.30069882, 0.032705575, -0.02280569, 0.013742834, 0.1983037, 0.02074933]","[3.8257349, 3.7009757, 0.24429126, 3.5957239, 3.5609248, 0.119, 1.4788145, 3.2589087, 4.1296062, 2.9108975]","[3.8446104526519775, 3.658493757247925, 0.25011423230171204, 3.541618824005127, 3.5299324989318848, 0.1567506045103073, 1.4534529447555542, 3.244624137878418, 4.052988052368164, 3.093714952468872]"
117,"[-0.1432625, 0.52637434, 1.5386176, 1.6859561, -2.4678693, -0.55737543, -0.19571254, -0.09909552, 0.0016175807, -0.043368757, -0.15930045, -0.28389442, -0.0660449, 0.110142946, -0.021074861, 0.22275832, -0.06199012, -0.02706714, 0.032843366, 0.020774722, 0.00047814846]","[0.95036423, 2.1438704, 4.3340864, 1.6542729, 1.7869563, 3.0423357, 4.416942, 1.4016664, 2.3435402, 1.2262999]","[0.9478268623352051, 2.1451265811920166, 4.3676018714904785, 1.612788200378418, 1.7777749300003052, 3.062167167663574, 4.413123607635498, 1.4075852632522583, 2.335554361343384, 1.2421406507492065]"
118,"[-0.41050816, 2.8293884, -1.8880417, -2.9638045, -3.2069316, -1.7704723, 0.01368961, -0.2403763, 0.06480849, 0.19182366, -0.18883622, 0.28547126, 0.08049381, 0.26521862, 0.23457731, -0.106052876, 0.081686705, -0.13888967, -0.09879166, -0.036930412, 0.018647179]","[0.111, 2.0434077, 2.3671412, 2.926614, 2.7612095, 3.8109965, 0.7180413, 4.0198135, 4.9644, 3.9356391]","[0.13379305601119995, 1.9841773509979248, 2.531792402267456, 2.637127161026001, 2.854780673980713, 3.616499423980713, 0.7021440863609314, 4.145277500152588, 4.692239761352539, 4.468843936920166]"
119,"[-0.64649725, 1.8907145, 2.3780253, 1.7459016, 0.791513, 0.9858447, 0.14395785, -0.063656725, -0.11379287, -0.13105637, 0.066193566, -0.10584367, -0.1450128, -0.09935051, -0.076353505, -0.044985652, 0.03868556, 0.07346997, 0.110642634, 0.011954654, 0.03058666]","[4.912702, 1.6386503, 2.1173356, 3.8167646, 2.7757826, 1.7632091, 4.046458, 2.5101101, 1.6810781, 2.7194343]","[4.79951810836792, 1.8037840127944946, 2.130164861679077, 3.8096048831939697, 2.7436742782592773, 1.8428415060043335, 4.047354698181152, 2.5141685009002686, 1.6804519891738892, 2.715989828109741]"
120,"[2.8456779, -13.05029, 7.960971, -1.0856723, 1.2683592, 2.345164, -0.17893255, 0.70394933, -0.39993167, 0.8153461, 1.4116385, 0.18943238, -0.2519697, 0.42829555, 0.36861807, 0.014449298, -0.08954811, -0.005193591, -0.26691777, -0.20014745, 0.06496116]","[3.0660727, 4.32035, 4.3559465, 1.0688308, 4.8178186, 1.3951758, 1.469867, 0.24028374, 0.17252, 0.65966445]","[3.162094831466675, 4.204248428344727, 4.16919469833374, 1.287705659866333, 4.687520980834961, 1.466766357421875, 1.4711713790893555, 0.3058531582355499, 0.17660154402256012, 0.6553364992141724]"
